id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2545111319,1,34,16,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2023-05-07T12:14:31.157Z,2023-05-07T12:32:31Z,4258372101,30,"2f1e295qn6s9l5d6v1degrizt, dx5okwmzef2p09vgp02i1ucph, ehchjemv9fwcnwomosua92qqd, 1ck8f8510t6ei80haqe2vqbpx, 8iblvy7aw7kdghvke6s5gisid, 1mhjq24kq1fapaoib7lzb6b4l, 7l931hwm1tajvf6r717biyw2d, 7d4y77nkrn4w4dht1c4vr28yx, 2n3sv3vt7ano86i5j9j3f8a95, 3uxijnhp1ibbqm6e4lfivq8k5, cg4yqx0lth6d27oxlgwcuvdn9, 9qk0ypimadwonzxu0oqeirm22, byu5qg9zlu5w1e234xl2058iy, ocdptd87q86ed74lanyfdij8, 94pv0j29t5jrfdc36o6791wp, aos03ja9xr5jr2w3e6t20p94a, 9qidpdp5vlw8ma2z9synky6ms, 1rsg1y7lx0ruqcwgj6c6oovdh",4258372115,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4258372111,194,1ck8f8510t6ei80haqe2vqbpx,4258372105,59,"16, 27, 23, 17, 10, 19, 22, 8, 9, 11, 28, 30, 2, 3, 7, 15, 20, 21",4258372109,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4258372113,197,9441,4258372103,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4258372107,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545117267,1,34,16,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2023-05-07T12:18:48.801Z,2023-05-07T12:20:21Z,4258402647,30,"77eg5tabeeeyays2pilyq5jo5, ehmzgi988h8g6rgekp3qivkr9, 7add1fkvvxb1v573fobgh1ryt, 53okfybfibe34k6hm6qzm9591, eihksc6tdooqw7ref4nt520a, d7ajth6q3ebg8yrf65uqc8xrd, dl1znxod6ohbi1zwq4iiu4qfp, 1j5u2majmm2vnsgxscl9kjzyt, 3jdjaxxmie7gxyn1lhkh9p2ad, dm9vc2mqtbb982sx6kkd992ax, ayu3raszdeuo9vif7i2nfl7md, i7sspvpbb1b1ioeijx1wcx04, c7yhj2xdx8l773wfswykl9hat, dz2s92nqmnrw691jia8e6phw5, e7y7c4srymaidxozrurjct71l, 1s08dn7n3b5ctyion3u61hisq, 7oxif0j9hg9lpvrmqj8ocdnmd, 1ps0l5kcm7pfv34szf08j9h7u",4258402649,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4258402655,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4258402659,197,9017,4258402657,194,1j5u2majmm2vnsgxscl9kjzyt,4258402651,59,"50, 12, 7, 14, 6, 5, 24, 8, 20, 21, 22, 2, 10, 13, 16, 18, 26, 29",4258402661,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4258402653,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545166697,2,32,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,0,0,2023-05-07T13:00:18.264Z,2023-05-07T13:00:19Z,4258658043,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545166705,2,32,1,0,0,ad9ip2f3tijbv4nqaayyqqkee,1,0,0,2023-05-07T13:00:18.264Z,2023-05-07T13:00:18Z,4258658077,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545166721,3,1,1,0,0,bdfjkux9o0vtsdig5zsbhtysq,1,49.9,50.1,2023-05-07T13:00:18.398Z,2023-05-07T13:14:04Z,4258658147,141,44.1,4258658143,56,Back,4258658151,213,4.2,4258658149,212,4.6,4258658145,140,47.9,4258658153,279,S,,,,,,,2n3sv3vt7ano86i5j9j3f8a95,M. Bourdieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545166751,4,1,1,0,3,bdfjkux9o0vtsdig5zsbhtysq,0,39.9,56.9,2023-05-07T13:00:21.430Z,2023-05-07T14:02:18Z,4258658355,212,40.0,4258658349,56,Right,4258658347,155,,4258658357,213,5.6,4258658359,1,,4258658351,140,68.6,4258658353,141,18.2,,,,1mhjq24kq1fapaoib7lzb6b4l,T. Greboval,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545166781,3,1,1,0,4,ad9ip2f3tijbv4nqaayyqqkee,0,27.5,92.3,2023-05-07T13:00:22.526Z,2023-05-07T13:00:24Z,4258658501,140,60.1,4258658505,212,34.3,4258658511,1,,4258658497,3,,4258658509,213,6.2,4258658503,141,89.3,4258658499,56,Left,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545166839,5,1,1,0,5,bdfjkux9o0vtsdig5zsbhtysq,0,31.8,11.1,2023-05-07T13:00:24.263Z,2023-05-07T14:02:34Z,4258658763,213,6.0,4258658761,212,33.1,4258658753,155,,4258658755,56,Right,4258658759,141,0.0,4258658765,1,,4258658757,140,62.2,,,,8iblvy7aw7kdghvke6s5gisid,A. Butel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545166823,4,5,1,0,7,ad9ip2f3tijbv4nqaayyqqkee,1,40.8,101.8,2023-05-07T13:00:25.791Z,2023-05-07T13:00:28Z,4258658803,233,6,4258658695,347,,4258658691,56,Back,,,,,,,,,,,,,,,,7add1fkvvxb1v573fobgh1ryt,S. Karchaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545166843,6,5,1,0,7,bdfjkux9o0vtsdig5zsbhtysq,0,59.2,-1.8,2023-05-07T13:00:25.791Z,2023-05-07T13:02:54Z,4258658773,347,,4258658771,56,Right,4258658843,233,4,,,,,,,,,,,,,,,,dx5okwmzef2p09vgp02i1ucph,J. Soyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
